Item_Weight,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Item_Outlet_Sales,Item_Identifier,Item_Fat_Content,Item_Type,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type
6.67,0.150554711,130.0626,1998,131.1626,FDE10,Regular,Snack Foods,OUT010,Medium,Tier 3,Grocery Store
6.11,0.0,131.2968,1998,260.9936,FDR44,Regular,Fruits and Vegetables,OUT010,Medium,Tier 3,Grocery Store
13.65,0.134975628,260.0936,1998,260.9936,FDP28,Regular,Frozen Foods,OUT010,Medium,Tier 3,Grocery Store
17.2,0.15616879,160.6578,1987,3690.5294,FDX15,Low Fat,Meat,OUT013,High,Tier 3,Supermarket Type1
6.32,0.0,40.2822,2004,1139.1838,FDA39,Low Fat,Meat,OUT035,Small,Tier 2,Supermarket Type1
4.88,0.133700752,52.9298,1999,1995.4026,FDY24,Regular,Baking Goods,OUT049,Medium,Tier 1,Supermarket Type1
5.425,0.115119905,88.3514,2007,1416.8224,FDC60,Regular,Baking Goods,OUT017,Medium,Tier 2,Supermarket Type1
15.85,0.110030997,37.2506,1997,265.6542,FDH28,Regular,Frozen Foods,OUT046,Small,Tier 1,Supermarket Type1
7.5,0.051038045,121.7072,2007,3552.7088,FDT25,Low Fat,Canned,OUT017,Medium,Tier 2,Supermarket Type1
12.65,0.062837968,161.5578,1987,2406.867,DRJ13,Low Fat,Soft Drinks,OUT013,High,Tier 3,Supermarket Type1
12.857645184135976,0.017116983,211.956,1985,213.056,NCO07,Low Fat,Others,OUT019,Small,Tier 1,Grocery Store
20.75,0.024129332,124.173,1987,2956.152,FDW20,Low Fat,Fruits and Vegetables,OUT013,High,Tier 3,Supermarket Type1
12.857645184135976,0.049754975,152.134,1985,153.134,DRF27,Low Fat,Dairy,OUT019,Small,Tier 1,Grocery Store
9.0,0.0,79.7644,2004,1649.8524,FDS49,Low Fat,Canned,OUT035,Small,Tier 2,Supermarket Type1
12.857645184135976,0.101561568,181.9292,1985,3101.2964,FDX25,Low Fat,Canned,OUT027,Medium,Tier 3,Supermarket Type3
12.857645184135976,0.005949644,165.6526,1985,4769.1254,NCX42,Low Fat,Household,OUT027,Medium,Tier 3,Supermarket Type3
12.857645184135976,0.13956116,170.4764,1985,3435.528,FDG33,Regular,Seafood,OUT027,Medium,Tier 3,Supermarket Type3
14.1,0.126035694,86.4198,2002,1133.8574,FDL56,Low Fat,Fruits and Vegetables,OUT045,Medium,Tier 2,Supermarket Type1
7.55,0.027164679,152.334,2004,2603.278,FDF14,Low Fat,Canned,OUT035,Small,Tier 2,Supermarket Type1
13.0,0.099325278,45.406,1997,605.878,NCD06,Low Fat,Household,OUT046,Small,Tier 1,Supermarket Type1
12.857645184135976,0.04357366,192.8846,1985,2293.0152,DRM47,Low Fat,Hard Drinks,OUT027,Medium,Tier 3,Supermarket Type3
12.857645184135976,0.082741482,118.7782,1985,119.1782,FDS46,Regular,Snack Foods,OUT019,Small,Tier 1,Grocery Store
12.3,0.064565202,92.9804,1987,1929.4884,FDB35,Regular,Starchy Foods,OUT013,High,Tier 3,Supermarket Type1
12.857645184135976,0.084554569,109.8912,1985,2074.6328,FDX21,Low Fat,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3
12.857645184135976,0.058451805,79.9618,1985,241.6854,NCU05,Low Fat,Health and Hygiene,OUT027,Medium,Tier 3,Supermarket Type3
17.25,0.113748685,251.3724,2002,6795.1548,NCR38,Low Fat,Household,OUT045,Medium,Tier 2,Supermarket Type1
15.85,0.020603511,42.7112,2007,639.168,NCR18,Low Fat,Household,OUT017,Medium,Tier 2,Supermarket Type1
18.85,0.052044976,192.1846,2004,3248.4382,NCU41,Low Fat,Health and Hygiene,OUT035,Small,Tier 2,Supermarket Type1
16.35,0.062764429,227.6062,2007,7222.5984,FDY56,Regular,Fruits and Vegetables,OUT017,Medium,Tier 2,Supermarket Type1
14.1,0.087977262,229.0668,2004,3225.1352,DRJ51,Low Fat,Dairy,OUT035,Small,Tier 2,Supermarket Type1
7.905,0.010010425,249.0408,2004,3755.112,FDK21,Low Fat,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1
12.0,0.033946163,179.3976,1987,3440.8544,FDY25,Low Fat,Canned,OUT013,High,Tier 3,Supermarket Type1
12.15,0.058414678,163.4552,2004,974.7312,FDU44,Regular,Fruits and Vegetables,OUT035,Small,Tier 2,Supermarket Type1
10.1,0.027106459,75.367,1999,535.969,FDL43,Low Fat,Meat,OUT049,Medium,Tier 1,Supermarket Type1
17.5,0.027022883,262.491,2007,5259.82,FDF05,Low Fat,Frozen Foods,OUT017,Medium,Tier 2,Supermarket Type1
12.857645184135976,0.058153409,152.034,1985,306.268,DRF15,Low Fat,Dairy,OUT019,Small,Tier 1,Grocery Store
17.1,0.128937661,112.3886,2009,1779.0176,FDL20,Low Fat,Fruits and Vegetables,OUT018,Medium,Tier 3,Supermarket Type2
7.785,0.088846306,61.451,1999,759.012,FDV32,Low Fat,Fruits and Vegetables,OUT049,Medium,Tier 1,Supermarket Type1
11.8,0.09357779,125.9704,1987,1877.556,FDJ34,Regular,Snack Foods,OUT013,High,Tier 3,Supermarket Type1
13.15,0.165694678,171.8764,2002,3779.0808,FDG08,Regular,Fruits and Vegetables,OUT045,Medium,Tier 2,Supermarket Type1
12.857645184135976,0.148392623,41.5796,1985,41.2796,FDQ04,Low Fat,Frozen Foods,OUT019,Small,Tier 1,Grocery Store
8.5,0.098438394,51.1324,2007,259.662,FDW13,Low Fat,Canned,OUT017,Medium,Tier 2,Supermarket Type1
8.645,0.143303291,96.341,1987,193.082,NCI17,Low Fat,Health and Hygiene,OUT013,High,Tier 3,Supermarket Type1
17.6,0.076276208,110.9202,2002,1687.803,FDY03,Regular,Meat,OUT045,Medium,Tier 2,Supermarket Type1
9.1,0.175103435,127.5362,2007,4655.9394,FDS12,Low Fat,Baking Goods,OUT017,Medium,Tier 2,Supermarket Type1
12.8,0.023511371,225.9404,1987,4950.8888,FDJ55,Regular,Meat,OUT013,High,Tier 3,Supermarket Type1
7.63,0.06105276,95.4436,2004,1418.154,DRK01,Low Fat,Soft Drinks,OUT035,Small,Tier 2,Supermarket Type1
9.285,0.049559042,246.4144,2007,1225.072,FDG28,Regular,Frozen Foods,OUT017,Medium,Tier 2,Supermarket Type1
13.6,0.119418124,231.03,2002,5359.69,FDY38,Regular,Dairy,OUT045,Medium,Tier 2,Supermarket Type1
8.895,0.072545601,176.237,2002,1764.37,FDN01,Low Fat,Breakfast,OUT045,Medium,Tier 2,Supermarket Type1
16.35,0.090486828,195.211,1987,2553.343,NCR54,Low Fat,Household,OUT013,High,Tier 3,Supermarket Type1
17.6,0.056245075,43.3454,1987,1006.6896,FDG29,Low Fat,Frozen Foods,OUT013,High,Tier 3,Supermarket Type1
7.975,0.014618973,85.225,1987,1081.925,FDG24,Low Fat,Baking Goods,OUT013,High,Tier 3,Supermarket Type1
15.85,0.043479126,36.7164,2007,308.9312,FDG59,Low Fat,Starchy Foods,OUT017,Medium,Tier 2,Supermarket Type1
15.7,0.045166237,178.666,1987,2516.724,FDM28,Low Fat,Frozen Foods,OUT013,High,Tier 3,Supermarket Type1
8.985,0.057827101,128.831,1997,1428.141,FDW04,Regular,Frozen Foods,OUT046,Small,Tier 1,Supermarket Type1
20.35,0.089394766,260.1594,1987,2093.2752,FDS26,Low Fat,Dairy,OUT013,High,Tier 3,Supermarket Type1
6.59,0.10550944,85.6908,1987,1929.4884,FDQ56,Low Fat,Fruits and Vegetables,OUT013,High,Tier 3,Supermarket Type1
19.85,0.005234153,264.0884,2004,5829.7448,FDK51,Low Fat,Dairy,OUT035,Small,Tier 2,Supermarket Type1
16.85,0.036390174,91.4488,1997,2082.6224,FDL22,Low Fat,Snack Foods,OUT046,Small,Tier 1,Supermarket Type1
12.857645184135976,0.03292824,173.1738,1985,7298.4996,FDH19,Low Fat,Meat,OUT027,Medium,Tier 3,Supermarket Type3
16.75,0.081252534,256.4988,1987,7452.9652,FDY55,Low Fat,Fruits and Vegetables,OUT013,High,Tier 3,Supermarket Type1
17.6,0.076552407,110.5202,2007,450.0808,FDY03,Regular,Meat,OUT017,Medium,Tier 2,Supermarket Type1
7.905,0.016758569,250.4408,1998,500.6816,FDK21,Low Fat,Snack Foods,OUT010,Medium,Tier 3,Grocery Store
12.857645184135976,0.044248175,126.202,1985,3668.558,FDZ10,Low Fat,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3
7.785,0.038288087,103.1964,2009,736.3748,FDZ32,Regular,Fruits and Vegetables,OUT018,Medium,Tier 3,Supermarket Type2
7.825,0.186032678,253.0698,2004,6088.0752,NCZ18,Low Fat,Household,OUT035,Small,Tier 2,Supermarket Type1
12.857645184135976,0.031867464,101.0016,1985,2125.2336,NCF07,Low Fat,Household,OUT027,Medium,Tier 3,Supermarket Type3
20.75,0.021370201,153.0024,2007,2277.036,DRE49,Low Fat,Soft Drinks,OUT017,Medium,Tier 2,Supermarket Type1
12.857645184135976,0.193772568,190.3846,1985,573.2538,FDJ08,Low Fat,Fruits and Vegetables,OUT019,Small,Tier 1,Grocery Store
6.26,0.009866049,151.1366,2004,2267.049,FDT39,Regular,Meat,OUT035,Small,Tier 2,Supermarket Type1
18.2,0.082551042,147.3734,1998,296.9468,FDE08,Low Fat,Fruits and Vegetables,OUT010,Medium,Tier 3,Grocery Store
13.0,0.099729888,46.306,2009,559.272,NCD06,Low Fat,Household,OUT018,Medium,Tier 3,Supermarket Type2
20.25,0.018801549,222.1772,2004,5559.43,FDB57,Regular,Fruits and Vegetables,OUT035,Small,Tier 2,Supermarket Type1
8.695,0.119721451,95.5094,1999,1237.7222,NCT54,Low Fat,Household,OUT049,Medium,Tier 1,Supermarket Type1
7.27,0.071222087,113.5518,2002,569.259,DRF49,Low Fat,Soft Drinks,OUT045,Medium,Tier 2,Supermarket Type1
12.857645184135976,0.060371962,174.0712,1985,3866.9664,FDM25,Regular,Breakfast,OUT027,Medium,Tier 3,Supermarket Type3
12.85,0.033287541,198.4768,2002,1379.5376,FDF20,Low Fat,Fruits and Vegetables,OUT045,Medium,Tier 2,Supermarket Type1
7.075,0.05858462,142.7128,2009,1869.5664,FDH27,Low Fat,Dairy,OUT018,Medium,Tier 3,Supermarket Type2
12.857645184135976,0.11679292,196.211,1985,5499.508,FDV60,Regular,Baking Goods,OUT027,Medium,Tier 3,Supermarket Type3
8.195,0.031452265,94.3462,1999,925.462,FDY59,Low Fat,Baking Goods,OUT049,Medium,Tier 1,Supermarket Type1
7.09,0.00721395,47.9034,2004,583.2408,FDK36,Low Fat,Baking Goods,OUT035,Small,Tier 2,Supermarket Type1
6.095,0.081196619,141.4154,1997,1418.154,NCM31,Low Fat,Others,OUT046,Small,Tier 1,Supermarket Type1
19.35,0.049916364,80.2644,2007,942.7728,FDE33,Regular,Fruits and Vegetables,OUT017,Medium,Tier 2,Supermarket Type1
6.15,0.04627095,99.3384,1997,2364.9216,FDU36,Low Fat,Baking Goods,OUT046,Small,Tier 1,Supermarket Type1
12.857645184135976,0.02747716,87.9856,1985,3251.7672,FDV13,Regular,Canned,OUT027,Medium,Tier 3,Supermarket Type3
12.857645184135976,0.104704537,125.2678,1985,254.3356,FDV20,Regular,Fruits and Vegetables,OUT019,Small,Tier 1,Grocery Store
17.7,0.012540003,167.0474,2004,5895.659,NCQ54,Low Fat,Household,OUT035,Small,Tier 2,Supermarket Type1
17.85,0.147023834,93.7436,2009,1134.5232,FDO23,Low Fat,Breads,OUT018,Medium,Tier 3,Supermarket Type2
9.395,0.159657596,224.972,2002,7696.648,DRE60,Low Fat,Soft Drinks,OUT045,Medium,Tier 2,Supermarket Type1
15.75,0.141398626,250.5382,2007,2775.7202,DRP47,Low Fat,Hard Drinks,OUT017,Medium,Tier 2,Supermarket Type1
7.475,0.148821808,241.2854,2002,5317.0788,FDB21,Low Fat,Fruits and Vegetables,OUT045,Medium,Tier 2,Supermarket Type1
7.075,0.0,98.0068,2009,874.8612,FDR04,Low Fat,Frozen Foods,OUT018,Medium,Tier 3,Supermarket Type2
6.445,0.029691762,92.6436,1997,1039.9796,FDX23,Low Fat,Baking Goods,OUT046,Small,Tier 1,Supermarket Type1
19.1,0.096715523,235.0958,2004,3038.0454,FDX19,Low Fat,Fruits and Vegetables,OUT035,Small,Tier 2,Supermarket Type1
20.25,0.014790559,193.6162,2004,3848.324,FDD40,Regular,Dairy,OUT035,Small,Tier 2,Supermarket Type1
15.0,0.054378253,59.1904,1997,527.3136,FDA01,Regular,Canned,OUT046,Small,Tier 1,Supermarket Type1
6.67,0.123428594,89.1514,1997,2390.8878,FDS33,Regular,Snack Foods,OUT046,Small,Tier 1,Supermarket Type1
12.857645184135976,0.029943463,60.222,1985,1677.816,FDM50,Regular,Canned,OUT027,Medium,Tier 3,Supermarket Type3
16.7,0.052368061,112.7176,1987,801.6232,FDB29,Regular,Frozen Foods,OUT013,High,Tier 3,Supermarket Type1
7.07,0.093861144,115.5834,2002,1267.0174,FDF46,Low Fat,Snack Foods,OUT045,Medium,Tier 2,Supermarket Type1
6.48,0.033968647,148.0076,2002,886.8456,FDA33,Low Fat,Snack Foods,OUT045,Medium,Tier 2,Supermarket Type1
19.0,0.173154079,228.272,1998,452.744,FDC08,Regular,Fruits and Vegetables,OUT010,Medium,Tier 3,Grocery Store
13.35,0.139735226,147.5392,2002,3877.6192,FDB53,Low Fat,Frozen Foods,OUT045,Medium,Tier 2,Supermarket Type1
12.857645184135976,0.043351896,146.6418,1985,4414.254,FDY31,Low Fat,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3
12.857645184135976,0.042086652,122.4388,1985,5448.9072,DRQ35,Low Fat,Hard Drinks,OUT027,Medium,Tier 3,Supermarket Type3
9.695,0.12848269,223.9404,1999,4950.8888,FDX36,Regular,Baking Goods,OUT049,Medium,Tier 1,Supermarket Type1
15.0,0.049357077,62.6168,2007,958.752,DRD13,Low Fat,Soft Drinks,OUT017,Medium,Tier 2,Supermarket Type1
11.15,0.008326735,149.9708,2007,1956.1204,FDC52,Regular,Dairy,OUT017,Medium,Tier 2,Supermarket Type1
20.85,0.021362955,103.2306,1999,2404.2038,FDB45,Low Fat,Fruits and Vegetables,OUT049,Medium,Tier 1,Supermarket Type1
9.8,0.151420934,194.3478,1998,387.4956,NCK19,Low Fat,Others,OUT010,Medium,Tier 3,Grocery Store
16.35,0.032511818,165.0842,1987,994.7052,FDV51,Low Fat,Meat,OUT013,High,Tier 3,Supermarket Type1
9.6,0.022323658,101.299,2002,1754.383,FDZ35,Regular,Breads,OUT045,Medium,Tier 2,Supermarket Type1
12.857645184135976,0.019292355,129.9994,1985,3340.9844,NCW17,Low Fat,Health and Hygiene,OUT027,Medium,Tier 3,Supermarket Type3
13.35,0.048124443,216.7166,2002,3918.8988,FDV59,Low Fat,Breads,OUT045,Medium,Tier 2,Supermarket Type1
20.7,0.09261307,76.367,1987,306.268,DRH39,Low Fat,Dairy,OUT013,High,Tier 3,Supermarket Type1
12.857645184135976,0.094697274,158.4604,1985,4278.4308,FDN60,Low Fat,Baking Goods,OUT027,Medium,Tier 3,Supermarket Type3
16.2,0.035984104,260.6278,2002,4425.5726,FDU55,Low Fat,Fruits and Vegetables,OUT045,Medium,Tier 2,Supermarket Type1
12.857645184135976,0.056596985,230.9984,1985,9267.936,FDN58,Regular,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3
12.857645184135976,0.2047,76.867,1985,229.701,FDC41,Low Fat,Frozen Foods,OUT019,Small,Tier 1,Grocery Store
12.857645184135976,0.020618324,129.3994,1985,2055.9904,FDO01,Regular,Breakfast,OUT027,Medium,Tier 3,Supermarket Type3
5.5,0.04709821,101.3016,1997,3339.6528,NCO43,Low Fat,Others,OUT046,Small,Tier 1,Supermarket Type1
15.1,0.087584126,221.7456,2002,6410.3224,FDQ07,Regular,Fruits and Vegetables,OUT045,Medium,Tier 2,Supermarket Type1
15.7,0.038078899,122.9046,2007,1992.0736,FDF28,Regular,Frozen Foods,OUT017,Medium,Tier 2,Supermarket Type1
7.895,0.095102092,104.4332,2007,2870.9296,FDM01,Regular,Breakfast,OUT017,Medium,Tier 2,Supermarket Type1
12.857645184135976,0.011953902,164.5184,1985,2807.0128,FDY49,Regular,Canned,OUT027,Medium,Tier 3,Supermarket Type3
17.35,0.062799379,88.183,1987,539.298,FDR24,Regular,Baking Goods,OUT013,High,Tier 3,Supermarket Type1
7.285,0.031125709,174.3054,1987,4377.635,NCY18,Low Fat,Household,OUT013,High,Tier 3,Supermarket Type1
20.25,0.026005891,180.9976,2002,2716.464,NCY30,Low Fat,Household,OUT045,Medium,Tier 2,Supermarket Type1
12.857645184135976,0.09246392,190.9504,1985,383.5008,FDJ22,Low Fat,Snack Foods,OUT019,Small,Tier 1,Grocery Store
15.85,0.107765165,59.5904,1999,703.0848,DRI37,Low Fat,Soft Drinks,OUT049,Medium,Tier 1,Supermarket Type1
6.17,0.010647477,66.3826,1999,1937.478,FDL27,Low Fat,Meat,OUT049,Medium,Tier 1,Supermarket Type1
19.5,0.015749341,182.2608,1999,3307.6944,NCO30,Low Fat,Household,OUT049,Medium,Tier 1,Supermarket Type1
19.2,0.077628053,197.611,1999,3142.576,NCB07,Low Fat,Household,OUT049,Medium,Tier 1,Supermarket Type1
16.7,0.0,181.2292,2009,2554.0088,FDX25,Low Fat,Canned,OUT018,Medium,Tier 3,Supermarket Type2
20.85,0.056695731,104.0648,2009,1869.5664,FDP59,Regular,Breads,OUT018,Medium,Tier 3,Supermarket Type2
14.5,0.063993068,260.4594,2002,5494.8474,FDR59,Regular,Breads,OUT045,Medium,Tier 2,Supermarket Type1
11.395,0.069529262,233.1616,1987,6093.4016,FDT27,Regular,Meat,OUT013,High,Tier 3,Supermarket Type1
7.97,0.034452949,174.0422,1997,2586.633,DRI01,Low Fat,Soft Drinks,OUT046,Small,Tier 1,Supermarket Type1
7.71,0.06670068,55.2956,1999,1255.6988,FDU09,Regular,Snack Foods,OUT049,Medium,Tier 1,Supermarket Type1
19.25,0.034699737,141.7496,1997,4093.3384,FDH26,Regular,Canned,OUT046,Small,Tier 1,Supermarket Type1
7.075,0.058346939,142.2128,1997,3163.8816,FDH27,Low Fat,Dairy,OUT046,Small,Tier 1,Supermarket Type1
12.857645184135976,0.065203103,166.0816,1985,5033.448,FDN39,Regular,Meat,OUT027,Medium,Tier 3,Supermarket Type3
11.6,0.078929571,79.9276,1997,1137.1864,FDH40,Regular,Frozen Foods,OUT046,Small,Tier 1,Supermarket Type1
12.857645184135976,0.182514881,98.77,1985,2696.49,FDJ56,Low Fat,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3
12.1,0.016895293,178.566,2009,898.83,DRN47,Low Fat,Hard Drinks,OUT018,Medium,Tier 3,Supermarket Type2
10.0,0.073379745,118.244,1997,2756.412,NCO17,Low Fat,Health and Hygiene,OUT046,Small,Tier 1,Supermarket Type1
14.35,0.08075758,81.896,2002,878.856,FDX60,Low Fat,Baking Goods,OUT045,Medium,Tier 2,Supermarket Type1
10.395,0.112271498,58.222,1999,659.142,FDT22,Low Fat,Snack Foods,OUT049,Medium,Tier 1,Supermarket Type1
12.857645184135976,0.153741385,182.6292,1985,182.4292,FDX26,Low Fat,Dairy,OUT019,Small,Tier 1,Grocery Store
8.1,0.127929521,211.4902,1987,3610.6334,FDG45,Low Fat,Fruits and Vegetables,OUT013,High,Tier 3,Supermarket Type1
8.05,0.07838564,256.4646,2004,5153.292,FDD44,Regular,Fruits and Vegetables,OUT035,Small,Tier 2,Supermarket Type1
9.195,0.078502143,108.7596,2007,2588.6304,FDS15,Regular,Meat,OUT017,Medium,Tier 2,Supermarket Type1
20.7,0.047684831,212.5876,2009,1286.3256,FDL51,Regular,Dairy,OUT018,Medium,Tier 3,Supermarket Type2
15.7,0.123159656,110.1544,2007,1230.3984,FDL32,Regular,Fruits and Vegetables,OUT017,Medium,Tier 2,Supermarket Type1
12.857645184135976,0.0,60.2194,1985,1733.7432,FDZ07,Regular,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3
12.857645184135976,0.053392944,193.8162,1985,384.8324,NCW53,Low Fat,Health and Hygiene,OUT019,Small,Tier 1,Grocery Store
16.5,0.036715907,180.0318,2002,3969.4996,NCA54,Low Fat,Household,OUT045,Medium,Tier 2,Supermarket Type1
9.0,0.065236932,176.437,2004,7763.228,FDX09,Low Fat,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1
6.785,0.041947547,41.2112,1987,809.6128,FDO51,Regular,Meat,OUT013,High,Tier 3,Supermarket Type1
19.5,0.082888496,178.6002,2009,1253.7014,FDW49,Low Fat,Canned,OUT018,Medium,Tier 3,Supermarket Type2
7.575,0.055390121,195.2768,1997,5715.2272,FDB27,Low Fat,Dairy,OUT046,Small,Tier 1,Supermarket Type1
18.2,0.012194556,57.7904,1987,1464.76,FDF45,Regular,Fruits and Vegetables,OUT013,High,Tier 3,Supermarket Type1
16.75,0.060495243,169.8106,1987,3251.1014,FDV02,Low Fat,Dairy,OUT013,High,Tier 3,Supermarket Type1
7.47,0.0,214.3218,2004,4274.436,FDY28,Regular,Frozen Foods,OUT035,Small,Tier 2,Supermarket Type1
12.857645184135976,0.014753811,231.7958,1985,5375.0034,FDX31,Regular,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3
12.857645184135976,0.160707489,38.019,1985,1318.284,FDR43,Low Fat,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3
13.85,0.085622362,119.4124,2009,2251.7356,FDP51,Regular,Meat,OUT018,Medium,Tier 3,Supermarket Type2
6.635,0.046350909,37.4506,2007,1176.4686,FDL52,Regular,Frozen Foods,OUT017,Medium,Tier 2,Supermarket Type1
6.11,0.102920886,130.4968,1997,3523.4136,FDR44,Regular,Fruits and Vegetables,OUT046,Small,Tier 1,Supermarket Type1
15.25,0.026604781,86.2198,2004,610.5386,FDB34,Low Fat,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1
15.85,0.0,96.4094,2004,1237.7222,FDC50,Low Fat,Canned,OUT035,Small,Tier 2,Supermarket Type1
15.2,0.031860325,235.1248,1998,474.0496,FDT57,Low Fat,Snack Foods,OUT010,Medium,Tier 3,Grocery Store
12.857645184135976,0.0,52.6666,1985,717.7324,FDP22,Regular,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3
20.75,0.021250002,150.5024,1997,2580.6408,DRE49,Low Fat,Soft Drinks,OUT046,Small,Tier 1,Supermarket Type1
10.195,0.159936948,143.2154,1997,2552.6772,FDM40,Low Fat,Frozen Foods,OUT046,Small,Tier 1,Supermarket Type1
7.605,0.129503146,164.021,2002,3914.904,FDY32,Low Fat,Fruits and Vegetables,OUT045,Medium,Tier 2,Supermarket Type1
18.0,0.142688846,88.5514,1997,796.9626,FDW07,Regular,Fruits and Vegetables,OUT046,Small,Tier 1,Supermarket Type1
12.857645184135976,0.179484411,228.9352,1985,916.1408,FDU02,Low Fat,Dairy,OUT019,Small,Tier 1,Grocery Store
18.35,0.089163056,191.3504,2002,3259.7568,NCF18,Low Fat,Household,OUT045,Medium,Tier 2,Supermarket Type1
6.59,0.105761491,84.8908,1999,1677.816,FDQ56,Low Fat,Fruits and Vegetables,OUT049,Medium,Tier 1,Supermarket Type1
13.8,0.056960814,230.0984,1999,3707.1744,FDN58,Regular,Snack Foods,OUT049,Medium,Tier 1,Supermarket Type1
21.2,0.00704098,173.5738,1997,2954.1546,FDG35,Regular,Starchy Foods,OUT046,Small,Tier 1,Supermarket Type1
10.5,0.011026594,166.4842,2009,2652.5472,FDY34,Regular,Snack Foods,OUT018,Medium,Tier 3,Supermarket Type2
8.97,0.093203257,52.7956,2002,1037.3164,NCE19,Low Fat,Household,OUT045,Medium,Tier 2,Supermarket Type1
12.857645184135976,0.026916794,50.9666,1985,717.7324,NCK31,Low Fat,Others,OUT027,Medium,Tier 3,Supermarket Type3
10.6,0.035264298,86.1224,2002,426.112,NCJ29,Low Fat,Health and Hygiene,OUT045,Medium,Tier 2,Supermarket Type1
13.65,0.015908424,231.1668,2004,6911.004,FDT59,Low Fat,Breads,OUT035,Small,Tier 2,Supermarket Type1
19.0,0.017719277,211.0244,1997,3811.0392,NCX41,Low Fat,Health and Hygiene,OUT046,Small,Tier 1,Supermarket Type1
12.857645184135976,0.035334201,115.3518,1985,2277.036,FDU45,Regular,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3
12.857645184135976,0.065652494,48.9034,1985,48.6034,FDW24,Low Fat,Baking Goods,OUT019,Small,Tier 1,Grocery Store
6.865,0.056919038,212.8218,1999,5770.4886,FDF22,Low Fat,Snack Foods,OUT049,Medium,Tier 1,Supermarket Type1
10.8,0.048143292,40.2138,1997,690.4346,FDM60,Regular,Baking Goods,OUT046,Small,Tier 1,Supermarket Type1
16.7,0.022047313,110.2886,1987,1890.2062,FDR02,Low Fat,Dairy,OUT013,High,Tier 3,Supermarket Type1
12.857645184135976,0.090427268,126.2336,1985,3195.84,DRP35,Low Fat,Hard Drinks,OUT027,Medium,Tier 3,Supermarket Type3
15.15,0.027779254,150.1708,1997,1504.708,FDS48,Low Fat,Baking Goods,OUT046,Small,Tier 1,Supermarket Type1
10.5,0.0,238.3248,1998,711.0744,NCZ42,Low Fat,Household,OUT010,Medium,Tier 3,Grocery Store
17.6,0.008033611,174.2422,2009,4311.055,FDZ38,Low Fat,Dairy,OUT018,Medium,Tier 3,Supermarket Type2
19.35,0.033088472,175.4738,1997,521.3214,FDH19,Low Fat,Meat,OUT046,Small,Tier 1,Supermarket Type1
15.7,0.160663021,59.4562,1997,829.5868,NCB55,Low Fat,Household,OUT046,Small,Tier 1,Supermarket Type1
18.1,0.178975721,155.5288,2007,1571.288,FDC15,Low Fat,Dairy,OUT017,Medium,Tier 2,Supermarket Type1
10.195,0.017627888,239.6538,2004,2403.538,FDF11,Regular,Starchy Foods,OUT035,Small,Tier 2,Supermarket Type1
12.857645184135976,0.0194158,41.6454,1985,83.8908,FDW35,Low Fat,Breads,OUT019,Small,Tier 1,Grocery Store
6.655,0.016993225,211.0586,2002,844.2344,FDB44,Low Fat,Fruits and Vegetables,OUT045,Medium,Tier 2,Supermarket Type1
19.0,0.027139013,127.3336,2007,2940.1728,NCC06,Low Fat,Household,OUT017,Medium,Tier 2,Supermarket Type1
7.075,0.03777249,98.0068,1998,291.6204,FDR04,Low Fat,Frozen Foods,OUT010,Medium,Tier 3,Grocery Store
13.15,0.036746479,181.2976,2002,3259.7568,FDB17,Low Fat,Frozen Foods,OUT045,Medium,Tier 2,Supermarket Type1
